# Output for iPhone.
[11] FixedStrTbl.dat (9217), compress=1, debug=0, platform=0
[301020401] StEv10204.xml (10567), compress=1, debug=0, platform=0
[301020411] StEv10204_en.msgd (5508), compress=1, debug=0, platform=0
[301020412] StEv10204_jp.msgd (5848), compress=1, debug=0, platform=0
[301020451] StEv10204_rtmv01-i.tbmb (534722), compress=1, debug=0, platform=99
[301020452] StEv10204_rtmv02-i.tbmb (737690), compress=1, debug=0, platform=99
[301020453] StEv10204_rtmv03-i.tbmb (152954), compress=1, debug=0, platform=99
[301020454] StEv10204_rtmv04-i.tbmb (4074392), compress=1, debug=0, platform=99
[301020481] StEv10204_liteend_en.png (20276), compress=0, debug=0, platform=0
[301020482] StEv10204_liteend_jp.png (23774), compress=0, debug=0, platform=0
[301030101] StEv10301.xml (9606), compress=1, debug=0, platform=0
[301030111] StEv10301_en.msgd (5166), compress=1, debug=0, platform=0
[301030112] StEv10301_jp.msgd (5320), compress=1, debug=0, platform=0
[301030151] StEv10301_rtmv01-i.tbmb (188342), compress=1, debug=0, platform=99
[301030152] StEv10301_rtmv02-i.tbmb (311216), compress=1, debug=0, platform=99
[301030153] StEv10301_rtmv03-i.tbmb (179318), compress=1, debug=0, platform=99
[301030154] StEv10301_rtmv04-i.tbmb (1039398), compress=1, debug=0, platform=99
[301030155] StEv10301_rtmv05-i.tbmb (385426), compress=1, debug=0, platform=99
[301030156] StEv10301_rtmv06-i.tbmb (1017966), compress=1, debug=0, platform=99
[301030157] StEv10301_rtmv07-i.tbmb (492736), compress=1, debug=0, platform=99
[301030181] StEv10301_letter_en.png (1880810), compress=0, debug=0, platform=0
[301030182] StEv10301_letter_jp.png (1977998), compress=0, debug=0, platform=0
[301030201] StEv10302.xml (8242), compress=1, debug=0, platform=0
[301030211] StEv10302_en.msgd (3815), compress=1, debug=0, platform=0
[301030212] StEv10302_jp.msgd (3954), compress=1, debug=0, platform=0
[301030251] StEv10302_rtmv01-i.tbmb (237728), compress=1, debug=0, platform=99
[301030252] StEv10302_rtmv02-i.tbmb (1020074), compress=1, debug=0, platform=99
[301030253] StEv10302_rtmv03-i.tbmb (1841926), compress=1, debug=0, platform=99
[301030254] StEv10302_rtmv04-i.tbmb (1910550), compress=1, debug=0, platform=99
[301030255] StEv10302_rtmv05-i.tbmb (478590), compress=1, debug=0, platform=99
[301030301] StEv10303.xml (5789), compress=1, debug=0, platform=0
[301030311] StEv10303_en.msgd (1630), compress=1, debug=0, platform=0
[301030312] StEv10303_jp.msgd (1781), compress=1, debug=0, platform=0
[301030351] StEv10303_rtmv01-i.tbmb (1941096), compress=1, debug=0, platform=99
[301030401] StEv10304.xml (9687), compress=1, debug=0, platform=0
[301030411] StEv10304_en.msgd (5112), compress=1, debug=0, platform=0
[301030412] StEv10304_jp.msgd (5290), compress=1, debug=0, platform=0
[301030451] StEv10304_rtmv01-i.tbmb (492558), compress=1, debug=0, platform=99
[301030452] StEv10304_rtmv02-i.tbmb (849750), compress=1, debug=0, platform=99
[301030453] StEv10304_rtmv03-i.tbmb (1606950), compress=1, debug=0, platform=99
[301030454] StEv10304_rtmv04-i.tbmb (354534), compress=1, debug=0, platform=99
[301030501] StEv10305.xml (9309), compress=1, debug=0, platform=0
[301030511] StEv10305_en.msgd (1781), compress=1, debug=0, platform=0
[301030512] StEv10305_jp.msgd (2057), compress=1, debug=0, platform=0
[301030551] StEv10305_rtmv01-i.tbmb (97916), compress=1, debug=0, platform=99
[301030552] StEv10305_rtmv02-i.tbmb (529684), compress=1, debug=0, platform=99
[301030553] StEv10305_rtmv03-i.tbmb (848048), compress=1, debug=0, platform=99
[301030554] StEv10305_rtmv04-i.tbmb (890144), compress=1, debug=0, platform=99
[301030555] StEv10305_rtmv05-i.tbmb (657114), compress=1, debug=0, platform=99
[301030601] StEv10306.xml (11352), compress=1, debug=0, platform=0
[301030611] StEv10306_en.msgd (3005), compress=1, debug=0, platform=0
[301030612] StEv10306_jp.msgd (3242), compress=1, debug=0, platform=0
[301030651] StEv10306_rtmv01-i.tbmb (266706), compress=1, debug=0, platform=99
[301030652] StEv10306_rtmv02-i.tbmb (190656), compress=1, debug=0, platform=99
[301030653] StEv10306_rtmv03-i.tbmb (4793390), compress=1, debug=0, platform=99
[301040101] StEv10401.xml (14524), compress=1, debug=0, platform=0
[301040111] StEv10401_en.msgd (7150), compress=1, debug=0, platform=0
[301040112] StEv10401_jp.msgd (7647), compress=1, debug=0, platform=0
[301040151] StEv10401_rtmv01-i.tbmb (2406422), compress=1, debug=0, platform=99
[301040152] StEv10401_rtmv02-i.tbmb (1307504), compress=1, debug=0, platform=99
[301040153] StEv10401_rtmv03-i.tbmb (2245436), compress=1, debug=0, platform=99
[301040181] StEv10401_ending01_en.png (75542), compress=0, debug=0, platform=0
[301040182] StEv10401_ending01_jp.png (79911), compress=0, debug=0, platform=0
[301040183] StEv10401_staffroll01.png (884781), compress=0, debug=0, platform=0
[401000001] QuestDef01.dat (388), compress=1, debug=0, platform=0
[401000002] QuestTxt01.dat (1297), compress=1, debug=0, platform=0
[401000011] Sprite_QuestAchieve_en.png (196088), compress=0, debug=0, platform=0
[401000012] Sprite_QuestAchieve_jp.png (213930), compress=0, debug=0, platform=0
[401000021] Sprite_QuestFinish_en.png (194856), compress=0, debug=0, platform=0
[401000022] Sprite_QuestFinish_jp.png (180172), compress=0, debug=0, platform=0
[401000031] Sprite_QuestAccept_en.png (196844), compress=0, debug=0, platform=0
[401000032] Sprite_QuestAccept_jp.png (194161), compress=0, debug=0, platform=0
[401010101] QsEv10101.xml (1864), compress=1, debug=0, platform=0
[401010111] QsEv10101_en.msgd (1166), compress=1, debug=0, platform=0
[401010112] QsEv10101_jp.msgd (1119), compress=1, debug=0, platform=0
[401010201] QsEv10102.xml (1305), compress=1, debug=0, platform=0
[401010211] QsEv10102_en.msgd (1233), compress=1, debug=0, platform=0
[401010212] QsEv10102_jp.msgd (1022), compress=1, debug=0, platform=0
[401010301] QsEv10103.xml (2241), compress=1, debug=0, platform=0
[401010311] QsEv10103_en.msgd (647), compress=1, debug=0, platform=0
[401010312] QsEv10103_jp.msgd (626), compress=1, debug=0, platform=0
[401010401] QsEv10104.xml (233), compress=1, debug=0, platform=0
[401010411] QsEv10104_en.msgd (978), compress=1, debug=0, platform=0
[401010412] QsEv10104_jp.msgd (834), compress=1, debug=0, platform=0
[401010501] QsEv10105.xml (1313), compress=1, debug=0, platform=0
[401010511] QsEv10105_en.msgd (740), compress=1, debug=0, platform=0
[401010512] QsEv10105_jp.msgd (727), compress=1, debug=0, platform=0
[401010601] QsEv10106.xml (1419), compress=1, debug=0, platform=0
[401010611] QsEv10106_en.msgd (866), compress=1, debug=0, platform=0
[401010612] QsEv10106_jp.msgd (781), compress=1, debug=0, platform=0
[401010701] QsEv10107.xml (1489), compress=1, debug=0, platform=0
[401010711] QsEv10107_en.msgd (877), compress=1, debug=0, platform=0
[401010712] QsEv10107_jp.msgd (799), compress=1, debug=0, platform=0
[401010801] QsEv10108.xml (1527), compress=1, debug=0, platform=0
[401010811] QsEv10108_en.msgd (830), compress=1, debug=0, platform=0
[401010812] QsEv10108_jp.msgd (866), compress=1, debug=0, platform=0
[501000101] TmpEv10001.xml (314), compress=1, debug=0, platform=0
[501000111] TmpEv10001_en.msgd (2968), compress=1, debug=0, platform=0
[501000112] TmpEv10001_jp.msgd (17), compress=1, debug=0, platform=0
[601010011] StEv10101_tutorial01_en.png (367766), compress=0, debug=0, platform=0
[601010012] StEv10101_tutorial01_jp.png (352298), compress=0, debug=0, platform=0
[601010021] StEv10101_tutorial02_en.png (197365), compress=0, debug=0, platform=0
[601010022] StEv10101_tutorial02_jp.png (233240), compress=0, debug=0, platform=0
[601010031] StEv10101_tutorial03_en.png (458437), compress=0, debug=0, platform=0
[601010032] StEv10101_tutorial03_jp.png (471536), compress=0, debug=0, platform=0
[601010041] StEv10101_tutorial04_en.png (159515), compress=0, debug=0, platform=0
[601010042] StEv10101_tutorial04_jp.png (179395), compress=0, debug=0, platform=0
[601010211] StEv10101_tutorial21_en.png (393850), compress=0, debug=0, platform=0
[601010212] StEv10101_tutorial21_jp.png (387867), compress=0, debug=0, platform=0
[601010221] StEv10101_tutorial22_en.png (1129766), compress=0, debug=0, platform=0
[601010222] StEv10101_tutorial22_jp.png (1220083), compress=0, debug=0, platform=0
[601010231] StEv10101_tutorial23_en.png (811571), compress=0, debug=0, platform=0
[601010232] StEv10101_tutorial23_jp.png (841653), compress=0, debug=0, platform=0
[601010251] StEv10101_tutorial25_en.png (1031045), compress=0, debug=0, platform=0
[601010252] StEv10101_tutorial25_jp.png (1073084), compress=0, debug=0, platform=0
[601010311] StEv10101_tutorial31_en.png (1057889), compress=0, debug=0, platform=0
[601010312] StEv10101_tutorial31_jp.png (1187689), compress=0, debug=0, platform=0
[601010321] StEv10101_tutorial32_en.png (800615), compress=0, debug=0, platform=0
[601010322] StEv10101_tutorial32_jp.png (962051), compress=0, debug=0, platform=0
[601010411] StEv10101_tutorial41_en.png (1521187), compress=0, debug=0, platform=0
[601010412] StEv10101_tutorial41_jp.png (1552633), compress=0, debug=0, platform=0
[601010421] StEv10101_tutorial42_en.png (868932), compress=0, debug=0, platform=0
[601010422] StEv10101_tutorial42_jp.png (909709), compress=0, debug=0, platform=0
[601020011] StEv10102_tutorial01_en.png (1107225), compress=0, debug=0, platform=0
[601020012] StEv10102_tutorial01_jp.png (1133083), compress=0, debug=0, platform=0
[601020111] StEv10102_tutorial11_en.png (201469), compress=0, debug=0, platform=0
[601020112] StEv10102_tutorial11_jp.png (253380), compress=0, debug=0, platform=0
[601020211] StEv10102_tutorial21_en.png (997610), compress=0, debug=0, platform=0
[601020212] StEv10102_tutorial21_jp.png (1093080), compress=0, debug=0, platform=0
[601020221] StEv10102_tutorial22_en.png (1101444), compress=0, debug=0, platform=0
[601020222] StEv10102_tutorial22_jp.png (1150427), compress=0, debug=0, platform=0
[601020311] StEv10102_tutorial31_en.png (958583), compress=0, debug=0, platform=0
[601020312] StEv10102_tutorial31_jp.png (1024159), compress=0, debug=0, platform=0
[601030011] StEv10203_tutorial01_en.png (1363055), compress=0, debug=0, platform=0
[601030012] StEv10203_tutorial01_jp.png (1406872), compress=0, debug=0, platform=0
[601030021] StEv10203_tutorial02_en.png (1056416), compress=0, debug=0, platform=0
[601030022] StEv10203_tutorial02_jp.png (1119018), compress=0, debug=0, platform=0
.................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
.................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
.................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
complete.
